code,name,issuer,index,market,leverage,hedge
450180,KODEX 한중전기차(합성),KODEX,KR_AUTO,KR,1.0,none
488290,마이다스 일본테크액티브,마이다스,JAPAN_TOPIX,JAPAN,1.0,unhedged
494210,SOL 미국500타겟데일리커버드콜액티브,SOL,US_COVERED_CALL,US,1.0,unhedged
0005C0,RISE 미국S&P500엔화노출(합성 H),RISE,SP500,US,1.0,hedge
433250,UNICORN R&D 액티브,UNICORN,KR_BIO,KR,1.0,none
0154H0,KoAct 차이나바이오헬스케어액티브,KoAct,CHINA,CHINA,1.0,unhedged
139290,TIGER 200 경기소비재,TIGER,KOSPI200,KR,1.0,none
390400,KODEX 미국스마트모빌리티S&P,KODEX,SP500_AUTONOMOUS,US,1.0,unhedged
381570,HANARO Fn친환경에너지,HANARO,CLEAN_ENERGY,KR,1.0,none
497520,ACE 일라이릴리밸류체인,ACE,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
429010,TIGER 미국나스닥넥스트100,TIGER,NASDAQ100,US,1.0,unhedged
0131A0,SOL 차이나소비트렌드,SOL,CHINA,CHINA,1.0,unhedged
174350,TIGER 로우볼,TIGER,KOSPI200,KR,1.0,none
435540,KIWOOM TDF2040액티브,KIWOOM,TDF,KR,1.0,none
391600,ACE 미국친환경그린테마,ACE,CLEAN_ENERGY,US,1.0,unhedged
462340,에셋플러스 글로벌다이나믹시니어액티브,에셋플러스,MSCI_WORLD,GLOBAL,1.0,unhedged
499150,SOL 미국S&P500엔화노출(H),SOL,SP500,US,1.0,hedge
457930,BNK 미래전략기술액티브,BNK,TECH_INNOVATION,GLOBAL,1.0,unhedged
413220,SOL 차이나태양광CSI(합성),SOL,CHINA,CHINA,1.0,unhedged
182490,TIGER 단기선진하이일드(합성 H),TIGER,US_HIGH_YIELD,GLOBAL,1.0,hedge
438740,마이다스 중소형액티브,마이다스,KOSPI,KR,1.0,none
217780,TIGER 차이나CSI300인버스(합성),TIGER,CHINA_CSI300,CHINA,-1.0,unhedged
219900,ACE 중국본토CSI300레버리지(합성),ACE,CHINA_CSI300,CHINA,2.0,unhedged
429980,SOL 한국형글로벌전기차&2차전지액티브,SOL,KR_BATTERY,KR,1.0,none
488200,KIWOOM K-2차전지북미공급망,KIWOOM,KR_BATTERY,KR,1.0,none
437370,RISE 글로벌농업경제,RISE,AGRICULTURE,COMMODITY,1.0,unhedged
368680,KODEX K-뉴딜디지털플러스,KODEX,KR_TECH,KR,1.0,none
0132D0,KoAct 글로벌K컬처밸류체인액티브,KoAct,KR_CULTURE,GLOBAL,1.0,unhedged
435530,KIWOOM TDF2030액티브,KIWOOM,TDF,KR,1.0,none
256450,PLUS 심천차이넥스트(합성),PLUS,CHINA_STAR50,CHINA,1.0,unhedged
0078V0,PLUS 미국로보택시,PLUS,AUTONOMOUS,US,1.0,unhedged
227570,TIGER 우량가치,TIGER,KOSPI200,KR,1.0,none
291890,KODEX MSCI EM선물(H),KODEX,MSCI_EM,GLOBAL,1.0,hedge
404540,TIGER KRX기후변화솔루션,TIGER,KRX300,KR,1.0,none
139240,TIGER 200 철강소재,TIGER,KOSPI200,KR,1.0,none
488480,RISE 일본섹터TOP4Plus,RISE,JAPAN_TOPIX,JAPAN,1.0,unhedged
316300,ACE 싱가포르리츠,ACE,ASIA_REIT,GLOBAL,1.0,unhedged
315270,TIGER 200커뮤니케이션서비스,TIGER,KOSPI200,KR,1.0,none
244670,KODEX 밸류Plus,KODEX,KOSPI200,KR,1.0,none
304670,KODEX 미국30년국채울트라선물인버스(H),KODEX,US_TREASURY_30Y,US,-1.0,hedge
456200,PLUS 미국달러SOFR금리액티브(합성),PLUS,USD_SOFR,CURRENCY,1.0,unhedged
189400,PLUS 글로벌MSCI(합성 H),PLUS,MSCI_WORLD,GLOBAL,1.0,hedge
307510,TIGER 의료기기,TIGER,KR_BIO,KR,1.0,none
395750,PLUS ESG가치주액티브,PLUS,KR_ESG,KR,1.0,none
252420,RISE 200선물인버스2X,RISE,KOSPI200,KR,-2.0,none
474390,SOL 국고채30년액티브,SOL,KR_TREASURY_30Y,KR,1.0,none
402460,HANARO Fn K-메타버스MZ,HANARO,METAVERSE,KR,1.0,none
243890,TIGER 200에너지화학레버리지,TIGER,KR_SECTOR,KR,2.0,none
138920,KODEX 콩선물(H),KODEX,AGRICULTURE,COMMODITY,1.0,hedge
306530,HANARO 코스닥150선물레버리지,HANARO,KOSDAQ150,KR,2.0,none
314700,HANARO 농업융복합산업,HANARO,AGRICULTURE,COMMODITY,1.0,unhedged
407300,HANARO Fn골프테마,HANARO,KR_LEISURE,KR,1.0,none
252410,RISE 200선물인버스,RISE,KOSPI200,KR,-1.0,none
476000,UNICORN 포스트IPO액티브,UNICORN,KOSPI,KR,1.0,none
295000,RISE 국채선물10년,RISE,KR_TREASURY_10Y,KR,1.0,none
400590,SOL 글로벌탄소배출권선물ICE(합성),SOL,CARBON,COMMODITY,1.0,unhedged
225030,TIGER 미국S&P500선물인버스(H),TIGER,SP500,US,-1.0,hedge
483030,KIWOOM 미국블록버스터바이오테크의약품+,KIWOOM,US_BIO,US,1.0,unhedged
0114X0,RISE 글로벌게임테크TOP3Plus,RISE,KR_CULTURE,KR,1.0,none
334690,RISE 팔라듐선물(H),RISE,RARE_EARTH,COMMODITY,1.0,hedge
220130,SOL 차이나강소기업CSI500(합성 H),SOL,CHINA,CHINA,1.0,hedge
469530,RISE 미국달러선물인버스,RISE,USD,CURRENCY,-1.0,unhedged
289670,PLUS 국채선물10년,PLUS,KR_TREASURY_10Y,KR,1.0,none
490330,KoAct 미국치매&뇌질환치료제액티브,KoAct,US_BIO,US,1.0,unhedged
432600,RISE 국채선물3년,RISE,KR_TREASURY_3Y,KR,1.0,none
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,PLUS,CHINA_HSCEI,CHINA,1.0,unhedged
261920,ACE MSCI필리핀(합성),ACE,MSCI_EM,GLOBAL,1.0,unhedged
267450,RISE 미국장기국채선물인버스(H),RISE,US_TREASURY_30Y,US,-1.0,hedge
321410,KODEX 멀티에셋하이인컴(H),KODEX,ASSET_ALLOCATION,GLOBAL,1.0,hedge
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),KIWOOM,US_TREASURY_30Y,US,1.0,hedge
476310,RISE 글로벌비만산업TOP2+,RISE,US_BIO,GLOBAL,1.0,unhedged
397420,RISE 국채선물5년추종,RISE,KR_TREASURY_5Y,KR,1.0,none
427120,RISE AI플랫폼,RISE,KR_AI,KR,1.0,none
205720,ACE 일본TOPIX인버스(합성 H),ACE,JAPAN_TOPIX,JAPAN,-1.0,hedge
267440,RISE 미국장기국채선물(H),RISE,US_TREASURY_30Y,US,1.0,hedge
498610,RISE 인도디지털성장,RISE,INDIA,INDIA,1.0,unhedged
400580,SOL 유럽탄소배출권선물S&P(H),SOL,CARBON,COMMODITY,1.0,hedge
244660,KODEX 퀄리티Plus,KODEX,KOSPI200,KR,1.0,none
401590,HANARO 글로벌탄소배출권선물ICE(합성),HANARO,CARBON,COMMODITY,1.0,unhedged
0050E0,PLUS 미국AI에이전트,PLUS,US_AI,US,1.0,unhedged
373790,KIWOOM 미국방어배당성장나스닥,KIWOOM,DJ_US_DIVIDEND,US,1.0,unhedged
145670,ACE 인버스,ACE,KOSDAQ150,KR,-1.0,none
226380,ACE Fn성장소비주도주,ACE,KOSPI,KR,1.0,none
0015K0,TIGER 미국소비트렌드액티브,TIGER,SP500,US,1.0,unhedged
491630,RISE 미국반도체인버스(합성 H),RISE,US_SEMICONDUCTOR,US,-1.0,hedge
394350,KIWOOM 글로벌퓨처모빌리티,KIWOOM,AUTONOMOUS,GLOBAL,1.0,unhedged
0010E0,ACE FTSE WGBI Korea,ACE,KR_TREASURY,KR,1.0,none
266550,PLUS 중형주저변동50,PLUS,KOSPI,KR,1.0,none
227560,TIGER 200 생활소비재,TIGER,KOSPI200,KR,1.0,none
277650,TIGER 코스피중형주,TIGER,KOSPI,KR,1.0,none
225050,TIGER 유로스탁스레버리지(합성 H),TIGER,EUROPE,EUROPE,2.0,hedge
488210,KIWOOM K-반도체북미공급망,KIWOOM,KR_SEMICONDUCTOR,KR,1.0,none
238670,PLUS 스마트베타Quality채권혼합,PLUS,KR_MIXED_STOCK_BOND,KR,1.0,none
291680,RISE 차이나H선물인버스(H),RISE,CHINA_HSCEI,CHINA,-1.0,hedge
267490,RISE 미국장기국채선물레버리지(합성 H),RISE,US_TREASURY_30Y,US,2.0,hedge
227550,TIGER 200 산업재,TIGER,KOSPI200,KR,1.0,none
454180,KIWOOM 차이나내수소비TOP CSI,KIWOOM,CHINA,CHINA,1.0,unhedged
470310,UNICORN 생성형AI강소기업액티브,UNICORN,KR_AI,KR,1.0,none
253230,KIWOOM 200선물인버스2X,KIWOOM,KOSPI200,KR,-2.0,none
424460,HANARO 글로벌워터MSCI(합성),HANARO,INFRASTRUCTURE,GLOBAL,1.0,unhedged
0079X0,ACE BYD밸류체인액티브,ACE,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
280940,KODEX 골드선물인버스(H),KODEX,GOLD,COMMODITY,-1.0,hedge
426330,KIWOOM 미국ETF산업STOXX,KIWOOM,US_TECH,US,1.0,unhedged
460280,KIWOOM Fn유전자혁신기술,KIWOOM,KR_BIO,KR,1.0,none
489010,PLUS 글로벌AI인프라,PLUS,US_AI,GLOBAL,1.0,unhedged
441330,KIWOOM 차이나A50커넥트MSCI,KIWOOM,CHINA,CHINA,1.0,unhedged
291620,KIWOOM 코스닥150선물인버스,KIWOOM,KOSDAQ150,KR,-1.0,none
253160,PLUS 200선물인버스2X,PLUS,KOSPI200,KR,-2.0,none
253240,KIWOOM 200선물인버스,KIWOOM,KOSPI200,KR,-1.0,none
275750,RISE 코스닥150선물인버스,RISE,KOSDAQ150,KR,-1.0,none
465620,ACE 미국빅테크TOP7 Plus인버스(합성),ACE,US_TECH,US,-1.0,unhedged
412560,TIGER BBIG레버리지,TIGER,KR_TECH,KR,2.0,none
334700,RISE 팔라듐선물인버스(H),RISE,RARE_EARTH,COMMODITY,-1.0,hedge
306520,HANARO 200선물인버스,HANARO,KOSPI200,KR,-1.0,none
301410,PLUS 코스닥150선물인버스,PLUS,KOSDAQ150,KR,-1.0,none
