code,name,issuer,index,market,leverage,hedge
069500,KODEX 200,KODEX,KOSPI200,KR,1.0,none
360750,TIGER 미국S&P500,TIGER,SP500,US,1.0,unhedged
459580,KODEX CD금리액티브(합성),KODEX,KR_MONEY_MARKET,KR,1.0,none
379800,KODEX 미국S&P500,KODEX,SP500,US,1.0,unhedged
133690,TIGER 미국나스닥100,TIGER,NASDAQ100,US,1.0,unhedged
396500,TIGER 반도체TOP10,TIGER,KR_SEMICONDUCTOR,KR,1.0,none
229200,KODEX 코스닥150,KODEX,KOSDAQ150,KR,1.0,none
488770,KODEX 머니마켓액티브,KODEX,KR_MONEY_MARKET,KR,1.0,none
102110,TIGER 200,TIGER,KOSPI200,KR,1.0,none
278530,KODEX 200TR,KODEX,KOSPI200,KR,1.0,none
379810,KODEX 미국나스닥100,KODEX,NASDAQ100,US,1.0,unhedged
122630,KODEX 레버리지,KODEX,KOSPI200,KR,2.0,none
411060,ACE KRX금현물,ACE,GOLD,COMMODITY,1.0,unhedged
233740,KODEX 코스닥150레버리지,KODEX,KOSDAQ150,KR,2.0,none
357870,TIGER CD금리투자KIS(합성),TIGER,KR_MONEY_MARKET,KR,1.0,none
423160,KODEX KOFR금리액티브(합성),KODEX,KR_MONEY_MARKET,KR,1.0,none
310970,TIGER MSCI Korea TR,TIGER,KOSPI200,KR,1.0,none
091160,KODEX 반도체,KODEX,KR_SEMICONDUCTOR,KR,1.0,none
273130,KODEX 종합채권(AA-이상)액티브,KODEX,KR_BOND_AGGREGATE,KR,1.0,none
381170,TIGER 미국테크TOP10 INDXX,TIGER,US_TECH,US,1.0,unhedged
498400,KODEX 200타겟위클리커버드콜,KODEX,KOSPI200,KR,1.0,none
0043B0,TIGER 머니마켓액티브,TIGER,KR_MONEY_MARKET,KR,1.0,none
381180,TIGER 미국필라델피아반도체나스닥,TIGER,PHLX_SEMICONDUCTOR,US,1.0,unhedged
360200,ACE 미국S&P500,ACE,SP500,US,1.0,unhedged
148020,RISE 200,RISE,KOSPI200,KR,1.0,none
458730,TIGER 미국배당다우존스,TIGER,DJ_US_DIVIDEND,US,1.0,unhedged
481050,KODEX CD1년금리플러스액티브(합성),KODEX,KR_MONEY_MARKET,KR,1.0,none
367380,ACE 미국나스닥100,ACE,NASDAQ100,US,1.0,unhedged
102780,KODEX 삼성그룹,KODEX,KR_CONGLOMERATE,KR,1.0,none
161510,PLUS 고배당주,PLUS,KR_DIVIDEND,KR,1.0,none
449170,TIGER KOFR금리액티브(합성),TIGER,KR_MONEY_MARKET,KR,1.0,none
455890,RISE 머니마켓액티브,RISE,KR_MONEY_MARKET,KR,1.0,none
292150,TIGER 코리아TOP10,TIGER,KOSPI200,KR,1.0,none
232080,TIGER 코스닥150,TIGER,KOSDAQ150,KR,1.0,none
278540,KODEX MSCI Korea TR,KODEX,KOSPI200,KR,1.0,none
395160,KODEX AI반도체,KODEX,KR_SEMICONDUCTOR,KR,1.0,none
0117L0,KODEX 26-12 금융채(AA-이상)액티브,KODEX,KR_TREASURY,KR,1.0,none
466920,SOL 조선TOP3플러스,SOL,KR_SHIPBUILDING,KR,1.0,none
214980,KODEX 단기채권PLUS,KODEX,KR_MONEY_MARKET,KR,1.0,none
305720,KODEX 2차전지산업,KODEX,KR_BATTERY,KR,1.0,none
449450,PLUS K방산,PLUS,KR_DEFENSE,KR,1.0,none
385540,RISE 종합채권(A-이상)액티브,RISE,KR_BOND_AGGREGATE,KR,1.0,none
453850,ACE 미국30년국채액티브(H),ACE,US_TREASURY_30Y,US,1.0,hedge
487240,KODEX AI전력핵심설비,KODEX,KR_AI,KR,1.0,none
475630,TIGER CD1년금리액티브(합성),TIGER,KR_MONEY_MARKET,KR,1.0,none
294400,KIWOOM 200TR,KIWOOM,KOSPI200,KR,1.0,none
0072R0,TIGER KRX금현물,TIGER,GOLD,COMMODITY,1.0,unhedged
395270,HANARO Fn K-반도체,HANARO,KR_SEMICONDUCTOR,KR,1.0,none
477080,RISE CD금리액티브(합성),RISE,KR_MONEY_MARKET,KR,1.0,none
0061Z0,RISE 단기특수은행채액티브,RISE,KR_TREASURY,KR,1.0,none
487230,KODEX 미국AI전력핵심인프라,KODEX,US_AI,US,1.0,unhedged
315930,KODEX Top5PlusTR,KODEX,KOSPI200,KR,1.0,none
284430,KODEX 200미국채혼합,KODEX,KR_TREASURY,KR,1.0,none
441640,KODEX 미국배당커버드콜액티브,KODEX,US_COVERED_CALL,US,1.0,unhedged
329200,TIGER 리츠부동산인프라,TIGER,KR_REIT,KR,1.0,none
105190,ACE 200,ACE,KOSPI200,KR,1.0,none
252670,KODEX 200선물인버스2X,KODEX,KOSPI200,KR,-2.0,none
371460,TIGER 차이나전기차SOLACTIVE,TIGER,CHINA,CHINA,1.0,unhedged
379780,RISE 미국S&P500,RISE,SP500,US,1.0,unhedged
144600,KODEX 은선물(H),KODEX,SILVER,COMMODITY,1.0,hedge
152100,PLUS 200,PLUS,KOSPI200,KR,1.0,none
488080,TIGER 반도체TOP10레버리지,TIGER,KR_SEMICONDUCTOR,KR,2.0,none
368590,RISE 미국나스닥100,RISE,NASDAQ100,US,1.0,unhedged
0139F0,TIGER 12월자동연장금융채(AA-이상)액티브,TIGER,KR_TREASURY,KR,1.0,none
486290,TIGER 미국나스닥100타겟데일리커버드콜,TIGER,US_COVERED_CALL,US,1.0,unhedged
457480,ACE 테슬라밸류체인액티브,ACE,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
456600,TIME 글로벌AI인공지능액티브,TIME,US_AI,GLOBAL,1.0,unhedged
436140,SOL 종합채권(AA-이상)액티브,SOL,KR_BOND_AGGREGATE,KR,1.0,none
305540,TIGER 2차전지테마,TIGER,KR_BATTERY,KR,1.0,none
494310,KODEX 반도체레버리지,KODEX,KR_SEMICONDUCTOR,KR,2.0,none
476550,TIGER 미국30년국채커버드콜액티브(H),TIGER,US_TREASURY_30Y,US,1.0,hedge
494670,TIGER 조선TOP10,TIGER,KR_SHIPBUILDING,KR,1.0,none
356540,ACE 종합채권(AA-이상)액티브,ACE,KR_BOND_AGGREGATE,KR,1.0,none
426030,TIME 미국나스닥100액티브,TIME,NASDAQ100,US,1.0,unhedged
455850,SOL AI반도체소부장,SOL,KR_SEMICONDUCTOR,KR,1.0,none
451540,TIGER 종합채권(AA-이상)액티브,TIGER,KR_BOND_AGGREGATE,KR,1.0,none
446770,ACE 글로벌반도체TOP4 Plus,ACE,US_SEMICONDUCTOR,GLOBAL,1.0,unhedged
445290,KODEX 로봇액티브,KODEX,KR_ROBOT,KR,1.0,none
114800,KODEX 인버스,KODEX,KOSPI200,KR,-1.0,none
448330,KODEX 삼성전자채권혼합,KODEX,KR_MIXED_STOCK_BOND,KR,1.0,none
469830,SOL 초단기채권액티브,SOL,KR_MONEY_MARKET,KR,1.0,none
465580,ACE 미국빅테크TOP7 Plus,ACE,US_TECH,US,1.0,unhedged
157450,TIGER 단기통안채,TIGER,KR_TREASURY,KR,1.0,none
466940,TIGER 은행고배당플러스TOP10,TIGER,KR_DIVIDEND,KR,1.0,none
102970,KODEX 증권,KODEX,KR_SECTOR,KR,1.0,none
371160,TIGER 차이나항셍테크,TIGER,CHINA_HSCEI,CHINA,1.0,unhedged
438080,ACE 미국S&P500미국채혼합50액티브,ACE,US_MIXED,US,1.0,unhedged
494890,KODEX 200액티브,KODEX,KOSPI200,KR,1.0,none
446720,SOL 미국배당다우존스,SOL,DJ_US_DIVIDEND,US,1.0,unhedged
463250,TIGER K방산&우주,TIGER,KR_DEFENSE,KR,1.0,none
481060,KODEX 미국30년국채타겟커버드콜(합성 H),KODEX,US_TREASURY_30Y,US,1.0,hedge
479080,1Q 머니마켓액티브,1Q,KR_MONEY_MARKET,KR,1.0,none
139260,TIGER 200 IT,TIGER,KOSPI200,KR,1.0,none
226490,KODEX 코스피,KODEX,KOSPI,KR,1.0,none
497570,TIGER 미국필라델피아AI반도체나스닥,TIGER,PHLX_SEMICONDUCTOR,US,1.0,unhedged
091230,TIGER 반도체,TIGER,KR_SEMICONDUCTOR,KR,1.0,none
479520,RISE KOFR금리액티브(합성),RISE,KR_MONEY_MARKET,KR,1.0,none
434730,HANARO 원자력iSelect,HANARO,KR_NUCLEAR,KR,1.0,none
390390,KODEX 미국반도체,KODEX,US_SEMICONDUCTOR,US,1.0,unhedged
495050,RISE 코리아밸류업,RISE,KR_VALUEUP,KR,1.0,none
402970,ACE 미국배당다우존스,ACE,DJ_US_DIVIDEND,US,1.0,unhedged
272580,TIGER 단기채권액티브,TIGER,KR_MONEY_MARKET,KR,1.0,none
462010,TIGER 2차전지소재Fn,TIGER,KR_BATTERY,KR,1.0,none
458760,TIGER 미국배당다우존스타겟커버드콜2호,TIGER,DJ_US_DIVIDEND,US,1.0,unhedged
153130,KODEX 단기채권,KODEX,KR_MONEY_MARKET,KR,1.0,none
138540,TIGER 현대차그룹플러스,TIGER,KR_AUTO,KR,1.0,none
475720,RISE 200위클리커버드콜,RISE,KOSPI200,KR,1.0,none
487340,ACE 머니마켓액티브,ACE,KR_MONEY_MARKET,KR,1.0,none
251600,PLUS 고배당주채권혼합,PLUS,KR_DIVIDEND,KR,1.0,none
438330,TIGER 우량회사채액티브,TIGER,KR_CORPORATE,KR,1.0,none
449180,KODEX 미국S&P500(H),KODEX,SP500,US,1.0,hedge
472150,TIGER 배당커버드콜액티브,TIGER,KR_DIVIDEND,KR,1.0,none
444200,SOL 코리아메가테크액티브,SOL,KR_TECH,KR,1.0,none
237350,KODEX 코스피100,KODEX,KOSPI,KR,1.0,none
462900,KoAct 바이오헬스케어액티브,KoAct,KR_BIO,KR,1.0,none
462330,KODEX 2차전지산업레버리지,KODEX,KR_BATTERY,KR,2.0,none
456610,TIGER 미국달러SOFR금리액티브(합성),TIGER,USD_SOFR,CURRENCY,1.0,unhedged
455030,KODEX 미국달러SOFR금리액티브(합성),KODEX,USD_SOFR,CURRENCY,1.0,unhedged
441800,TIME Korea플러스배당액티브,TIME,KR_DIVIDEND,KR,1.0,none
0091P0,TIGER 코리아원자력,TIGER,KR_NUCLEAR,KR,1.0,none
385560,RISE KIS국고채30년Enhanced,RISE,KR_TREASURY_30Y,KR,1.0,none
314250,KODEX 미국빅테크10(H),KODEX,US_TECH,US,1.0,hedge
495850,KODEX 코리아밸류업,KODEX,KR_VALUEUP,KR,1.0,none
0127P0,ACE 미국대형성장주액티브,ACE,SP500,US,1.0,unhedged
494300,KODEX 미국나스닥100데일리커버드콜OTM,KODEX,US_COVERED_CALL,US,1.0,unhedged
447770,TIGER 테슬라채권혼합Fn,TIGER,KR_MIXED_STOCK_BOND,KR,1.0,none
0048J0,KODEX 미국머니마켓액티브,KODEX,US_MONEY_MARKET,US,1.0,unhedged
0148J0,TIGER 코리아휴머노이드로봇산업,TIGER,KR_ROBOT,KR,1.0,none
438100,ACE 미국나스닥100미국채혼합50액티브,ACE,US_MIXED,US,1.0,unhedged
498410,KODEX 금융고배당TOP10타겟위클리커버드콜,KODEX,KR_DIVIDEND,KR,1.0,none
458250,TIGER 미국30년국채스트립액티브(합성 H),TIGER,US_TREASURY_30Y,US,1.0,hedge
476800,KODEX 한국부동산리츠인프라,KODEX,KR_REIT,KR,1.0,none
069660,KIWOOM 200,KIWOOM,KOSPI200,KR,1.0,none
0080G0,KODEX 방산TOP10,KODEX,KR_DEFENSE,KR,1.0,none
484790,KODEX 미국30년국채액티브(H),KODEX,US_TREASURY_30Y,US,1.0,hedge
0105E0,SOL 코리아고배당,SOL,KR_DIVIDEND,KR,1.0,none
0025N0,TIGER TDF2045,TIGER,TDF,KR,1.0,none
0131V0,1Q 미국우주항공테크,1Q,AEROSPACE,US,1.0,unhedged
483280,KODEX 미국AI테크TOP10타겟커버드콜,KODEX,US_AI,US,1.0,unhedged
0117V0,TIGER 코리아AI전력기기TOP3플러스,TIGER,KR_AI,KR,1.0,none
364980,TIGER 2차전지TOP10,TIGER,KR_BATTERY,KR,1.0,none
091180,KODEX 자동차,KODEX,KR_SECTOR,KR,1.0,none
482730,TIGER 미국S&P500타겟데일리커버드콜,TIGER,US_COVERED_CALL,US,1.0,unhedged
473290,KODEX 26-12 회사채(AA-이상)액티브,KODEX,KR_CORPORATE,KR,1.0,none
114260,KODEX 국고채3년,KODEX,KR_TREASURY_3Y,KR,1.0,none
469150,ACE AI반도체TOP3+,ACE,KR_SEMICONDUCTOR,KR,1.0,none
293180,HANARO 200,HANARO,KOSPI200,KR,1.0,none
270810,RISE 코스닥150,RISE,KOSDAQ150,KR,1.0,none
469070,RISE AI&로봇,RISE,KR_AI,KR,1.0,none
477050,PLUS 머니마켓액티브,PLUS,KR_MONEY_MARKET,KR,1.0,none
148070,KIWOOM 국고채10년,KIWOOM,KR_TREASURY_10Y,KR,1.0,none
474220,TIGER 미국테크TOP10타겟커버드콜,TIGER,US_COVERED_CALL,US,1.0,unhedged
491010,TIGER 글로벌AI전력인프라액티브,TIGER,US_AI,GLOBAL,1.0,unhedged
434060,KODEX TDF2050액티브,KODEX,TDF,KR,1.0,none
251350,KODEX MSCI선진국,KODEX,MSCI_WORLD,GLOBAL,1.0,unhedged
480260,TIGER 27-04회사채(A+이상)액티브,TIGER,KR_CORPORATE,KR,1.0,none
132030,KODEX 골드선물(H),KODEX,GOLD,COMMODITY,1.0,hedge
471230,KODEX 국고채10년액티브,KODEX,KR_TREASURY_10Y,KR,1.0,none
0052D0,TIGER 코리아배당다우존스,TIGER,DJ_US_DIVIDEND,US,1.0,unhedged
463050,TIME K바이오액티브,TIME,KR_BIO,KR,1.0,none
329750,TIGER 미국달러단기채권액티브,TIGER,US_TREASURY,US,1.0,unhedged
091170,KODEX 은행,KODEX,KR_SECTOR,KR,1.0,none
449190,KODEX 미국나스닥100(H),KODEX,NASDAQ100,US,1.0,hedge
0163Y0,KoAct 코스닥액티브,KoAct,KOSDAQ150,KR,1.0,none
490590,RISE 미국AI밸류체인데일리고정커버드콜,RISE,US_AI,US,1.0,unhedged
454780,KIWOOM 종합채권(AA-이상)액티브,KIWOOM,KR_BOND_AGGREGATE,KR,1.0,none
489250,KODEX 미국배당다우존스,KODEX,DJ_US_DIVIDEND,US,1.0,unhedged
451000,PLUS 종합채권(AA-이상)액티브,PLUS,KR_BOND_AGGREGATE,KR,1.0,none
315960,RISE 대형고배당10TR,RISE,KR_DIVIDEND,KR,1.0,none
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,RISE,KR_MIXED_STOCK_BOND,KR,1.0,none
448290,TIGER 미국S&P500(H),TIGER,SP500,US,1.0,hedge
499660,TIGER CD금리플러스액티브(합성),TIGER,KR_MONEY_MARKET,KR,1.0,none
471990,KODEX AI반도체핵심장비,KODEX,KR_SEMICONDUCTOR,KR,1.0,none
139230,TIGER 200 중공업,TIGER,KOSPI200,KR,1.0,none
478150,TIME 글로벌우주테크&방산액티브,TIME,US_DEFENSE,GLOBAL,1.0,unhedged
241180,TIGER 일본니케이225,TIGER,JAPAN_NIKKEI225,JAPAN,1.0,unhedged
0023A0,SOL 미국양자컴퓨팅TOP10,SOL,QUANTUM,US,1.0,unhedged
496080,TIGER 코리아밸류업,TIGER,KR_VALUEUP,KR,1.0,none
0007F0,KODEX 27-12 회사채(AA-이상)액티브,KODEX,KR_CORPORATE,KR,1.0,none
365780,ACE 국고채10년,ACE,KR_TREASURY_10Y,KR,1.0,none
0053L0,TIGER 차이나휴머노이드로봇,TIGER,CHINA,CHINA,1.0,unhedged
361580,RISE 200TR,RISE,KOSPI200,KR,1.0,none
490490,SOL 미국배당미국채혼합50,SOL,US_MIXED,US,1.0,unhedged
0122W0,RISE 26-11 회사채(AA-이상)액티브,RISE,KR_CORPORATE,KR,1.0,none
277630,TIGER 코스피,TIGER,KOSPI,KR,1.0,none
461490,RISE 글로벌자산배분액티브,RISE,ASSET_ALLOCATION,GLOBAL,1.0,unhedged
157500,TIGER 증권,TIGER,KR_SECTOR,KR,1.0,none
453810,KODEX 인도Nifty50,KODEX,INDIA_NIFTY50,INDIA,1.0,unhedged
295040,SOL 200TR,SOL,KOSPI200,KR,1.0,none
0162Y0,TIME 코스닥액티브,TIME,KOSDAQ150,KR,1.0,none
453870,TIGER 인도니프티50,TIGER,INDIA_NIFTY50,INDIA,1.0,unhedged
473330,SOL 미국30년국채커버드콜(합성),SOL,US_TREASURY_30Y,US,1.0,unhedged
423920,TIGER 미국필라델피아반도체레버리지(합성),TIGER,PHLX_SEMICONDUCTOR,US,2.0,unhedged
441680,TIGER 미국나스닥100커버드콜(합성),TIGER,US_COVERED_CALL,US,1.0,unhedged
302450,RISE 코스피,RISE,KOSPI,KR,1.0,none
0016X0,SOL 중단기회사채(A-이상)액티브,SOL,KR_CORPORATE,KR,1.0,none
0060H0,TIGER 토탈월드스탁액티브,TIGER,MSCI_WORLD,GLOBAL,1.0,unhedged
279530,KODEX 고배당주,KODEX,KR_DIVIDEND,KR,1.0,none
439870,KODEX 국고채30년액티브,KODEX,KR_TREASURY_30Y,KR,1.0,none
442320,RISE 글로벌원자력,RISE,US_NUCLEAR,GLOBAL,1.0,unhedged
456880,ACE 미국달러SOFR금리(합성),ACE,USD_SOFR,CURRENCY,1.0,unhedged
0046A0,TIGER 미국초단기(3개월이하)국채,TIGER,US_TREASURY,US,1.0,unhedged
484880,SOL 금융지주플러스고배당,SOL,KR_DIVIDEND,KR,1.0,none
475080,KODEX 테슬라커버드콜채권혼합액티브,KODEX,KR_MIXED_STOCK_BOND,KR,1.0,none
0040Y0,SOL 팔란티어커버드콜OTM채권혼합,SOL,KR_MIXED_STOCK_BOND,KR,1.0,none
307520,TIGER 지주회사,TIGER,KR_HOLDING,KR,1.0,none
466950,TIGER 글로벌AI액티브,TIGER,US_AI,GLOBAL,1.0,unhedged
437080,KODEX 미국종합채권ESG액티브(H),KODEX,US_BOND_AGGREGATE,US,1.0,hedge
472870,RISE 미국30년국채엔화노출(합성 H),RISE,US_TREASURY_30Y,US,1.0,hedge
442580,PLUS 글로벌HBM반도체,PLUS,US_SEMICONDUCTOR,GLOBAL,1.0,unhedged
273140,KODEX 단기변동금리부채권액티브,KODEX,KR_MONEY_MARKET,KR,1.0,none
421320,PLUS 우주항공&UAM,PLUS,AEROSPACE,GLOBAL,1.0,unhedged
472170,TIGER 미국테크TOP10채권혼합,TIGER,US_MIXED,US,1.0,unhedged
363570,KODEX 장기종합채권(AA-이상)액티브,KODEX,KR_BOND_AGGREGATE,KR,1.0,none
0144L0,KODEX 미국성장커버드콜액티브,KODEX,US_COVERED_CALL,US,1.0,unhedged
0038A0,KODEX 미국휴머노이드로봇,KODEX,US_ROBOT,US,1.0,unhedged
491620,RISE 미국테크100데일리고정커버드콜,RISE,US_COVERED_CALL,US,1.0,unhedged
228790,TIGER 화장품,TIGER,KR_BEAUTY,KR,1.0,none
476760,ACE 미국30년국채액티브,ACE,US_TREASURY_30Y,US,1.0,unhedged
245710,ACE 베트남VN30(합성),ACE,VIETNAM,VIETNAM,1.0,unhedged
233160,TIGER 코스닥150 레버리지,TIGER,KOSDAQ150,KR,2.0,none
439860,KODEX ESG종합채권(A-이상)액티브,KODEX,KR_BOND_AGGREGATE,KR,1.0,none
433500,ACE 원자력TOP10,ACE,KR_NUCLEAR,KR,1.0,none
244580,KODEX 바이오,KODEX,KR_BIO,KR,1.0,none
435420,TIGER 미국나스닥100채권혼합Fn,TIGER,US_MIXED,US,1.0,unhedged
302190,TIGER 중장기국채,TIGER,KR_TREASURY,KR,1.0,none
472160,TIGER 미국테크TOP10 INDXX(H),TIGER,US_TECH,US,1.0,hedge
481190,SOL 미국테크TOP10,SOL,US_TECH,US,1.0,unhedged
0094K0,TIGER 28-04 회사채(A+이상)액티브,TIGER,KR_CORPORATE,KR,1.0,none
448300,TIGER 미국나스닥100(H),TIGER,NASDAQ100,US,1.0,hedge
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),TIGER,CLEAN_ENERGY,GLOBAL,1.0,unhedged
458260,TIGER 미국투자등급회사채액티브(H),TIGER,US_CORPORATE,US,1.0,hedge
364970,TIGER 바이오TOP10,TIGER,KR_BIO,KR,1.0,none
283580,KODEX 차이나CSI300,KODEX,CHINA_CSI300,CHINA,1.0,unhedged
418660,TIGER 미국나스닥100레버리지(합성),TIGER,NASDAQ100,US,2.0,unhedged
385550,RISE 단기채권알파액티브,RISE,KR_MONEY_MARKET,KR,1.0,none
0064K0,KODEX 금액티브,KODEX,GOLD,COMMODITY,1.0,unhedged
485540,KODEX 미국AI테크TOP10,KODEX,US_AI,US,1.0,unhedged
488980,SOL 26-12 회사채(AA-이상)액티브,SOL,KR_CORPORATE,KR,1.0,none
0098F0,KODEX 원자력SMR,KODEX,KR_NUCLEAR,KR,1.0,none
0000J0,PLUS 한화그룹주,PLUS,KR_CONGLOMERATE,KR,1.0,none
385720,TIME 코스피액티브,TIME,KOSPI,KR,1.0,none
473460,KODEX 미국서학개미,KODEX,SP500,US,1.0,unhedged
123320,TIGER 레버리지,TIGER,KOSPI200,KR,2.0,none
290130,RISE ESG사회책임투자,RISE,KR_ESG,KR,1.0,none
0051G0,SOL 미국원자력SMR,SOL,US_NUCLEAR,US,1.0,unhedged
493810,TIGER 미국AI빅테크10타겟데일리커버드콜,TIGER,US_AI,US,1.0,unhedged
0153K0,KODEX 주주환원고배당주,KODEX,KR_DIVIDEND,KR,1.0,none
329650,KODEX TRF3070,KODEX,ASSET_ALLOCATION,GLOBAL,1.0,unhedged
0052S0,1Q 미국S&P500미국채혼합50액티브,1Q,US_MIXED,US,1.0,unhedged
451060,1Q 200액티브,1Q,KOSPI200,KR,1.0,none
486450,SOL 미국AI전력인프라,SOL,US_AI,US,1.0,unhedged
354500,ACE 코스닥150,ACE,KOSDAQ150,KR,1.0,none
433330,SOL 미국S&P500,SOL,SP500,US,1.0,unhedged
0047A0,TIGER 차이나테크TOP10,TIGER,CHINA,CHINA,1.0,unhedged
305080,TIGER 미국채10년선물,TIGER,US_TREASURY_10Y,US,1.0,unhedged
448630,RISE 삼성그룹Top3채권혼합,RISE,KR_MIXED_STOCK_BOND,KR,1.0,none
0026S0,1Q 미국S&P500,1Q,SP500,US,1.0,unhedged
0048K0,KODEX 차이나휴머노이드로봇,KODEX,CHINA,CHINA,1.0,unhedged
160580,TIGER 구리실물,TIGER,COPPER,COMMODITY,1.0,unhedged
448540,ACE 엔비디아채권혼합,ACE,KR_MIXED_STOCK_BOND,KR,1.0,none
310960,TIGER 200TR,TIGER,KOSPI200,KR,1.0,none
461950,KODEX 2차전지핵심소재10,KODEX,KR_BATTERY,KR,1.0,none
0089D0,KODEX 금융고배당TOP10,KODEX,KR_DIVIDEND,KR,1.0,none
261260,KODEX 미국달러선물인버스2X,KODEX,USD,CURRENCY,-2.0,unhedged
498270,KIWOOM 미국양자컴퓨팅,KIWOOM,QUANTUM,US,1.0,unhedged
476450,KIWOOM 머니마켓액티브,KIWOOM,KR_MONEY_MARKET,KR,1.0,none
466930,SOL 자동차TOP3플러스,SOL,KR_AUTO,KR,1.0,none
385510,KODEX 신재생에너지액티브,KODEX,CLEAN_ENERGY,KR,1.0,none
0093A0,RISE AI반도체TOP10,RISE,KR_SEMICONDUCTOR,KR,1.0,none
491610,1Q CD금리액티브(합성),1Q,KR_MONEY_MARKET,KR,1.0,none
489030,PLUS 고배당주위클리커버드콜,PLUS,KR_DIVIDEND,KR,1.0,none
422420,RISE 2차전지액티브,RISE,KR_BATTERY,KR,1.0,none
495230,KoAct 코리아밸류업액티브,KoAct,KR_VALUEUP,KR,1.0,none
190620,ACE 단기통안채,ACE,KR_TREASURY,KR,1.0,none
396520,TIGER 차이나반도체FACTSET,TIGER,CHINA,CHINA,1.0,unhedged
196230,RISE 단기통안채,RISE,KR_TREASURY,KR,1.0,none
0040X0,SOL 팔란티어미국채커버드콜혼합,SOL,KR_TREASURY,KR,1.0,none
266160,RISE 고배당,RISE,KR_DIVIDEND,KR,1.0,none
200250,KIWOOM 인도Nifty50(합성),KIWOOM,INDIA_NIFTY50,INDIA,1.0,unhedged
496020,WON 전단채플러스액티브,WON,KR_MONEY_MARKET,KR,1.0,none
472920,HK 종합채권(AA-이상)액티브,HK,KR_BOND_AGGREGATE,KR,1.0,none
143860,TIGER 헬스케어,TIGER,KR_BIO,KR,1.0,none
251340,KODEX 코스닥150선물인버스,KODEX,KOSDAQ150,KR,-1.0,none
426020,TIME 미국S&P500액티브,TIME,SP500,US,1.0,unhedged
452360,SOL 미국배당다우존스(H),SOL,DJ_US_DIVIDEND,US,1.0,hedge
414780,TIGER 차이나과창판STAR50(합성),TIGER,CHINA_STAR50,CHINA,1.0,unhedged
0101N0,RISE AI전력인프라,RISE,KR_AI,KR,1.0,none
464240,KIWOOM 26-09회사채(AA-이상)액티브,KIWOOM,KR_CORPORATE,KR,1.0,none
490090,TIGER 미국AI빅테크10,TIGER,US_AI,US,1.0,unhedged
0092C0,SOL 27-12 회사채(AA-이상)액티브,SOL,KR_CORPORATE,KR,1.0,none
497880,SOL CD금리&머니마켓액티브,SOL,KR_MONEY_MARKET,KR,1.0,none
483320,ACE 엔비디아밸류체인액티브,ACE,KR_GLOBAL_VALUECHAIN,GLOBAL,1.0,unhedged
213610,KODEX 삼성그룹밸류,KODEX,KR_CONGLOMERATE,KR,1.0,none
0111P0,1Q 미국나스닥100미국채혼합50액티브,1Q,US_MIXED,US,1.0,unhedged
471760,TIGER AI반도체핵심공정,TIGER,KR_SEMICONDUCTOR,KR,1.0,none
272560,RISE 단기국공채액티브,RISE,KR_TREASURY,KR,1.0,none
388420,RISE 비메모리반도체액티브,RISE,KR_SEMICONDUCTOR,KR,1.0,none
471040,KoAct 글로벌AI&로봇액티브,KoAct,US_ROBOT,GLOBAL,1.0,unhedged
332930,HANARO 200TR,HANARO,KOSPI200,KR,1.0,none
0123G0,TIGER 미국AI전력SMR,TIGER,US_AI,US,1.0,unhedged
409820,KODEX 미국나스닥100레버리지(합성 H),KODEX,NASDAQ100,US,2.0,hedge
304660,KODEX 미국30년국채울트라선물(H),KODEX,US_TREASURY_30Y,US,1.0,hedge
463290,1Q 단기금융채액티브,1Q,KR_TREASURY,KR,1.0,none
0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,TIGER,DJ_US_DIVIDEND,US,1.0,unhedged
0043Y0,TIME 차이나AI테크액티브,TIME,CHINA,CHINA,1.0,unhedged
367760,RISE 네트워크인프라,RISE,INFRASTRUCTURE,KR,1.0,none
0001S0,TIGER 26-04 회사채(A+이상)액티브,TIGER,KR_CORPORATE,KR,1.0,none
114100,RISE 국고채3년,RISE,KR_TREASURY_3Y,KR,1.0,none
465780,마이티 26-09 특수채(AAA)액티브,마이티,KR_TREASURY,KR,1.0,none
480020,ACE 미국빅테크7+데일리타겟커버드콜(합성),ACE,US_COVERED_CALL,US,1.0,unhedged
237370,KODEX 코리아배당성장채권혼합,KODEX,KR_DIVIDEND,KR,1.0,none
0005D0,SOL 전고체배터리&실리콘음극재,SOL,KR_BATTERY,KR,1.0,none
0138Y0,PLUS 금채권혼합,PLUS,GOLD,COMMODITY,1.0,unhedged
325020,KODEX 배당가치,KODEX,KR_DIVIDEND,KR,1.0,none
267770,TIGER 200선물레버리지,TIGER,KOSPI200,KR,2.0,none
182480,TIGER 미국MSCI리츠(합성 H),TIGER,US_REIT,US,1.0,hedge
372330,KODEX 차이나항셍테크,KODEX,CHINA_HSCEI,CHINA,1.0,unhedged
0119H0,KODEX 28-12 회사채(AA-이상)액티브,KODEX,KR_CORPORATE,KR,1.0,none
192090,TIGER 차이나CSI300,TIGER,CHINA_CSI300,CHINA,1.0,unhedged
0080Y0,SOL 조선TOP3플러스레버리지,SOL,KR_SHIPBUILDING,KR,2.0,none
